証券コード,企業名,保有者名,最新保有割合(%),保有割合推移,保有目的,トリガー条件,報告書件数,グループ合算(%),共同保有者数,グループ合算推移
6908,イリソ電子工業株式会社,アセットマネジメントOneインターナショナル（Asset Management One International Ltd.）,0.04,24/02: 0.04%,投資信託または投資一任契約に基づき投資権限を有するもの。,A:賛成率低下,1,6.51,3,24/02: 6.51%
6908,イリソ電子工業株式会社,シュローダー・インベストメント・マネージメント・リミテッド(Schroder Investment Management Limited),0.00,24/04: 0.00%,純投資。証券投資信託及び投資一任契約にかかる信託財産の運用のため,A:賛成率低下,1,3.00,2,24/04: 3.00%
6908,イリソ電子工業株式会社,株式会社シティインデックスイレブンス,0.00,24/08: 0.00% → 24/09: 0.00% → 24/10: 2.04% → 24/11: 2.04% → 25/06: 0.00% → 25/09: 0.00%,投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと,A:賛成率低下,6,3.87,2,24/08: 5.06% → 24/09: 3.72% → 24/10: 5.06% → 24/11: 3.56% → 25/06: 5.04% → 25/09: 3.87%
6963,ローム株式会社,野村アセットマネジメント株式会社,5.04,24/04: 3.59% → 24/05: 3.82% → 24/06: 3.77% → 24/08: 3.52% → 24/10: 3.15% → 24/10: 2.92% → 24/12: 2.61% → 24/12: 3.22% → 25/07: 2.97% → 25/07: 4.35% → 25/07: 5.55% → 25/09: 5.22% → 26/02: 4.59% → 26/05: 4.11% → 26/07: 5.04%,信託財産の運用として保有している。,A:賛成率低下,15,9.23,3,24/04: 4.52% → 24/05: 6.67% → 24/06: 7.19% → 24/08: 7.30% → 24/10: 6.75% → 24/10: 6.60% → 24/12: 7.75% → 24/12: 7.40% → 25/07: 7.96% → 25/07: 10.10% → 25/07: 9.98% → 25/09: 9.53% → 26/02: 8.85% → 26/05: 8.37% → 26/07: 9.23%
6963,ローム株式会社,日興アセットマネジメント株式会社,3.84,24/04: 2.85% → 24/06: 3.00% → 24/08: 2.90% → 24/10: 2.83% → 24/11: 2.82% → 25/01: 2.83% → 25/04: 2.79% → 25/05: 2.76% → 25/07: 2.66% → 25/07: 3.84%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下,10,6.34,2,24/04: 5.33% → 24/06: 5.70% → 24/08: 5.82% → 24/10: 5.45% → 24/11: 5.45% → 25/01: 5.22% → 25/04: 5.13% → 25/05: 5.20% → 25/07: 5.22% → 25/07: 6.34%
6963,ローム株式会社,アモーヴァ・アセットマネジメント株式会社,3.27,25/09: 3.61% → 25/10: 3.62% → 26/07: 3.27%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下,3,5.10,2,25/09: 6.12% → 25/10: 6.15% → 26/07: 5.10%
6963,ローム株式会社,野村證券株式会社,2.40,24/04: 0.29% → 24/05: 3.06% → 24/06: 2.60% → 24/08: 3.18% → 24/10: 2.85% → 24/10: 2.85% → 24/12: 4.33% → 24/12: 3.21% → 25/07: 3.36% → 25/07: 4.59% → 25/07: 3.81% → 25/09: 3.36% → 26/02: 3.09% → 26/05: 2.62% → 26/07: 2.40%,証券業務に係る商品在庫、及び累積投資業務の運営目的として保有している。,A:賛成率低下,15,9.23,3,24/04: 4.52% → 24/05: 6.67% → 24/06: 7.19% → 24/08: 7.30% → 24/10: 6.75% → 24/10: 6.60% → 24/12: 7.75% → 24/12: 7.40% → 25/07: 7.96% → 25/07: 10.10% → 25/07: 9.98% → 25/09: 9.53% → 26/02: 8.85% → 26/05: 8.37% → 26/07: 9.23%
6963,ローム株式会社,三井住友トラスト・アセットマネジメント株式会社,1.83,24/04: 2.48% → 24/06: 2.70% → 24/08: 2.93% → 24/10: 2.61% → 24/11: 2.64% → 25/01: 2.39% → 25/04: 2.33% → 25/05: 2.44% → 25/07: 2.56% → 25/07: 2.51% → 25/09: 2.51% → 25/10: 2.52% → 26/07: 1.83%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,A:賛成率低下,13,5.10,2,24/04: 5.33% → 24/06: 5.70% → 24/08: 5.82% → 24/10: 5.45% → 24/11: 5.45% → 25/01: 5.22% → 25/04: 5.13% → 25/05: 5.20% → 25/07: 5.22% → 25/07: 6.34% → 25/09: 6.12% → 25/10: 6.15% → 26/07: 5.10%
6963,ローム株式会社,ノムラ　インターナショナル　ピーエルシー（ＮＯＭＵＲＡ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ　ＰＬＣ）,1.79,24/04: 0.66% → 24/05: 0.11% → 24/06: 1.22% → 24/08: 0.99% → 24/10: 1.13% → 24/10: 1.21% → 24/12: 1.19% → 24/12: 1.35% → 25/07: 2.05% → 25/07: 1.71% → 25/07: 1.22% → 25/09: 1.55% → 26/02: 1.67% → 26/05: 1.64% → 26/07: 1.79%,証券業務に係わる商品在庫として保有している。,A:賛成率低下,15,9.23,3,24/04: 4.52% → 24/05: 6.67% → 24/06: 7.19% → 24/08: 7.30% → 24/10: 6.75% → 24/10: 6.60% → 24/12: 7.75% → 24/12: 7.40% → 25/07: 7.96% → 25/07: 10.10% → 25/07: 9.98% → 25/09: 9.53% → 26/02: 8.85% → 26/05: 8.37% → 26/07: 9.23%
6963,ローム株式会社,ブラックロック・ジャパン株式会社,1.69,24/10: 1.73% → 24/12: 1.69%,純投資（投資一任契約に基づく顧客の資産運用および投資信託約款に基づく資産運用目的）,A:賛成率低下,2,4.32,6,24/10: 6.05% → 24/12: 4.32%
6963,ローム株式会社,ブラックロック・ファンド・アドバイザーズ(BlackRock Fund Advisors),1.02,24/10: 1.62% → 24/12: 1.02%,純投資（投資信託等の資産運用目的）,A:賛成率低下,2,4.32,6,24/10: 6.05% → 24/12: 4.32%
6963,ローム株式会社,"ブラックロック・インスティテューショナル・トラスト・カンパニー、エヌ．エイ．(BlackRock Institutional Trust Company, N.A.)",0.82,24/10: 1.12% → 24/12: 0.82%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,4.32,6,24/10: 6.05% → 24/12: 4.32%
6963,ローム株式会社,"ブラックロック・アドバイザーズ・エルエルシー(BlackRock Advisers, LLC)",0.32,24/10: 0.48% → 24/12: 0.32%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,4.32,6,24/10: 6.05% → 24/12: 4.32%
6963,ローム株式会社,ブラックロック・ファンド・マネジャーズ・リミテッド(BlackRock Fund Managers Limited),0.28,24/10: 0.25% → 24/12: 0.28%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,4.32,6,24/10: 6.05% → 24/12: 4.32%
6963,ローム株式会社,ブラックロック・アセット・マネジメント・アイルランド・リミテッド(BlackRock Asset Management Ireland Limited),0.20,24/10: 0.70% → 24/12: 0.20%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,4.32,6,24/10: 6.05% → 24/12: 4.32%
6963,ローム株式会社,ブラックロック（ネザーランド）BV(BlackRock (Netherlands) BV),0.08,24/10: 0.17% → 24/12: 0.08%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,4.32,6,24/10: 6.05% → 24/12: 4.32%
6971,京セラ株式会社,野村アセットマネジメント株式会社,8.56,25/04: 7.98% → 25/04: 8.44% → 25/04: 8.45% → 25/04: 8.56% → 25/04: 8.56%,信託財産の運用として保有している。,A:賛成率低下 + C:会社提案否決,5,8.87,3,25/04: 10.04% → 25/04: 10.52% → 25/04: 10.52% → 25/04: 10.56% → 25/04: 8.87%
6971,京セラ株式会社,日興アセットマネジメント株式会社,4.00,25/04: 4.00%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下 + C:会社提案否決,1,6.46,2,25/04: 6.46%
6971,京セラ株式会社,アモーヴァ・アセットマネジメント株式会社,4.00,25/09: 4.00%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下 + C:会社提案否決,1,6.34,2,25/09: 6.34%
6971,京セラ株式会社,三井住友トラスト・アセットマネジメント株式会社,2.35,25/04: 2.46% → 25/09: 2.35%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,A:賛成率低下 + C:会社提案否決,2,6.34,2,25/04: 6.46% → 25/09: 6.34%
6971,京セラ株式会社,三菱ＵＦＪアセットマネジメント株式会社,2.08,24/07: 2.02% → 25/02: 2.08%,純投資,A:賛成率低下 + C:会社提案否決,2,5.29,4,24/07: 5.63% → 25/02: 5.29%
6971,京セラ株式会社,三菱ＵＦＪ信託銀行株式会社,1.84,24/07: 1.86% → 25/02: 1.84%,純投資,A:賛成率低下 + C:会社提案否決,2,5.29,4,24/07: 5.63% → 25/02: 5.29%
6971,京セラ株式会社,株式会社三菱ＵＦＪ銀行,1.22,24/07: 1.34% → 25/02: 1.22%,政策投資,A:賛成率低下 + C:会社提案否決,2,5.29,4,24/07: 5.63% → 25/02: 5.29%
6971,京セラ株式会社,野村證券株式会社,0.26,25/04: 0.11% → 25/04: 0.13% → 25/04: 0.13% → 25/04: 0.95% → 25/04: 0.26%,証券業務に係る商品在庫、及び累積投資業務の運営目的として保有している。,A:賛成率低下 + C:会社提案否決,5,8.87,3,25/04: 10.04% → 25/04: 10.52% → 25/04: 10.52% → 25/04: 10.56% → 25/04: 8.87%
6971,京セラ株式会社,三菱ＵＦＪモルガン・スタンレー証券株式会社,0.16,24/07: 0.16% → 25/02: 0.16%,商品有価証券等として保有するもの,A:賛成率低下 + C:会社提案否決,2,5.29,4,24/07: 5.63% → 25/02: 5.29%
6971,京セラ株式会社,ノムラ　インターナショナル　ピーエルシー（ＮＯＭＵＲＡ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ　ＰＬＣ）,0.05,25/04: 1.95% → 25/04: 1.95% → 25/04: 1.94% → 25/04: 1.05% → 25/04: 0.05%,証券業務に係わる商品在庫として保有している。,A:賛成率低下 + C:会社提案否決,5,8.87,3,25/04: 10.04% → 25/04: 10.52% → 25/04: 10.52% → 25/04: 10.56% → 25/04: 8.87%
6971,京セラ株式会社,ノムラ　セキュリテーズ　インターナショナル（ＮＯＭＵＲＡ　ＳＥＣＵＲＩＴＩＥＳ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ，Ｉｎｃ．）,0.05,25/04: 0.00% → 25/04: 0.00% → 25/04: 0.00% → 25/04: 0.05%,証券業務に係わる商品在庫として保有している。,A:賛成率低下 + C:会社提案否決,4,8.87,3,25/04: 10.52% → 25/04: 10.52% → 25/04: 10.56% → 25/04: 8.87%
6971,京セラ株式会社,"MUFGセキュリティーズ（カナダ）(MUFG Securities(Canada), Ltd.)",0.00,24/07: 0.24% → 25/02: 0.00%,-,A:賛成率低下 + C:会社提案否決,2,5.29,4,24/07: 5.63% → 25/02: 5.29%
6986,双葉電子工業株式会社,"ブランデス・インベストメント・パートナーズ・エル・ピー(Brandes Investment Partners, L.P.)",9.98,24/06: 7.68% → 24/11: 8.80% → 26/07: 9.98%,投資目的による顧客に代理しての取得,A:賛成率低下,3,9.98,1,24/06: 7.68% → 24/11: 8.80% → 26/07: 9.98%
6986,双葉電子工業株式会社,公益財団法人　双葉電子記念財団,7.67,26/03: 7.67%,運用益を公益目的事業及び管理費の財源として使用するため。,A:賛成率低下,1,7.67,1,26/03: 7.67%
6989,北陸電気工業株式会社,株式会社フェローテック,11.83,25/11: 9.77% → 25/12: 10.79% → 26/01: 9.77% → 26/01: 10.79% → 26/01: 9.77% → 26/03: 11.83%,取引関係強化を目的とした政策投資（状況に応じて重要提案行為等を行うこともありうる。）,A:賛成率低下,6,11.83,1,25/11: 9.77% → 25/12: 10.79% → 26/01: 9.77% → 26/01: 10.79% → 26/01: 9.77% → 26/03: 11.83%
6989,北陸電気工業株式会社,株式会社フェローテックホールディングス,8.69,25/05: 5.00% → 25/05: 5.00% → 25/05: 5.00% → 25/05: 6.51% → 25/05: 7.21% → 25/05: 8.06% → 25/05: 7.54% → 25/05: 8.06% → 25/06: 8.69%,取引関係強化を目的とした政策投資（状況に応じて重要提案行為等を行うこともありうる。）,A:賛成率低下,9,8.69,1,25/05: 5.00% → 25/05: 5.00% → 25/05: 5.00% → 25/05: 6.51% → 25/05: 7.21% → 25/05: 8.06% → 25/05: 7.54% → 25/05: 8.06% → 25/06: 8.69%
7014,株式会社名村造船所,バークレイズ・キャピタル・セキュリティーズ・リミテッド(Barclays Capital Securities Ltd.),4.73,24/07: 4.73% → 24/07: 4.73%,証券業務及びその付随業務としての保有,A:賛成率低下,2,4.74,3,24/07: 5.31% → 24/07: 4.74%
7014,株式会社名村造船所,野村アセットマネジメント株式会社,4.24,24/08: 2.73% → 24/09: 2.67% → 24/10: 2.69% → 24/11: 2.39% → 24/11: 2.03% → 24/12: 1.62% → 25/02: 2.43% → 25/05: 2.56% → 25/06: 2.55% → 25/06: 2.55% → 25/07: 2.56% → 25/08: 2.54% → 25/08: 2.54% → 25/09: 2.78% → 25/10: 3.32% → 25/10: 4.43% → 25/11: 3.87% → 25/11: 3.22% → 25/12: 3.22% → 26/02: 3.51% → 26/04: 3.51% → 26/05: 4.52% → 26/06: 4.11% → 26/07: 4.24%,信託財産の運用として保有している。,A:賛成率低下,24,5.46,2,24/08: 5.22% → 24/09: 5.85% → 24/10: 6.61% → 24/11: 8.81% → 24/11: 7.38% → 24/12: 5.55% → 25/02: 4.38% → 25/05: 5.52% → 25/06: 4.67% → 25/06: 5.83% → 25/07: 4.85% → 25/08: 5.17% → 25/08: 6.88% → 25/09: 5.11% → 25/10: 6.56% → 25/10: 7.35% → 25/11: 6.04% → 25/11: 5.81% → 25/12: 4.64% → 26/02: 5.18% → 26/04: 4.82% → 26/05: 5.09% → 26/06: 4.64% → 26/07: 5.46%
7014,株式会社名村造船所,日本製鉄株式会社,3.97,26/03: 6.11% → 26/04: 5.02% → 26/04: 3.97%,政策投資(営業活動等の円滑な推進),A:賛成率低下,3,3.97,1,26/03: 6.11% → 26/04: 5.02% → 26/04: 3.97%
7014,株式会社名村造船所,株式会社三菱ＵＦＪ銀行,3.22,24/07: 3.22% → 25/07: 3.22%,政策投資,A:賛成率低下,2,6.62,4,24/07: 5.48% → 25/07: 6.62%
7014,株式会社名村造船所,"ゴールドマン・サックス・アセット・マネジメント・エル・ピー（Goldman Sachs Asset Management, L.P.）",2.41,25/03: 3.63% → 25/04: 3.90% → 25/04: 4.13% → 25/07: 2.41%,運用を目的とした証券投資信託による保有及び投資一任契約に基づく運用を目的とした保有,A:賛成率低下,4,3.78,5,25/03: 5.01% → 25/04: 6.02% → 25/04: 5.55% → 25/07: 3.78%
7014,株式会社名村造船所,三菱ＵＦＪ信託銀行株式会社,1.93,24/07: 1.76% → 25/07: 1.93%,政策投資・純投資,A:賛成率低下,2,6.62,4,24/07: 5.48% → 25/07: 6.62%
7014,株式会社名村造船所,JPモルガン・アセット・マネジメント株式会社,1.82,25/10: 7.34% → 25/10: 7.34% → 25/10: 7.36% → 25/10: 7.61% → 25/11: 7.61% → 25/11: 7.61% → 25/11: 7.61% → 25/11: 7.61% → 25/11: 7.61% → 25/11: 7.61% → 25/12: 7.94% → 25/12: 7.94% → 25/12: 7.94% → 25/12: 7.94% → 25/12: 7.81% → 26/01: 7.81% → 26/01: 7.81% → 26/02: 7.80% → 26/02: 7.79% → 26/02: 7.79% → 26/03: 7.72% → 26/03: 7.76% → 26/03: 7.72% → 26/04: 7.72% → 26/04: 7.66% → 26/05: 6.82% → 26/05: 5.34% → 26/06: 4.22% → 26/06: 1.82%,顧客または投資信託等の資産運用（純投資）,A:賛成率低下,29,3.82,6,25/10: 8.54% → 25/10: 10.11% → 25/10: 9.27% → 25/10: 10.80% → 25/11: 11.20% → 25/11: 10.55% → 25/11: 10.74% → 25/11: 9.93% → 25/11: 11.22% → 25/11: 11.51% → 25/12: 10.21% → 25/12: 11.71% → 25/12: 12.82% → 25/12: 12.20% → 25/12: 10.06% → 26/01: 10.06% → 26/01: 9.72% → 26/02: 11.06% → 26/02: 9.45% → 26/02: 10.51% → 26/03: 10.46% → 26/03: 9.80% → 26/03: 9.59% → 26/04: 9.88% → 26/04: 8.81% → 26/05: 8.16% → 26/05: 7.23% → 26/06: 6.36% → 26/06: 3.82%
7014,株式会社名村造船所,野村證券株式会社,1.23,24/08: 0.82% → 24/09: 1.77% → 24/10: 1.92% → 24/11: 5.85% → 24/11: 5.37% → 24/12: 3.83% → 25/02: 1.61% → 25/05: 1.56% → 25/06: 0.61% → 25/06: 0.40% → 25/07: 0.82% → 25/08: 1.45% → 25/08: 1.55% → 25/09: 0.94% → 25/10: 3.13% → 25/10: 2.42% → 25/11: 2.17% → 25/11: 0.92% → 25/12: 0.30% → 26/02: 0.21% → 26/04: 0.14% → 26/06: 0.00% → 26/07: 1.23%,証券業務に係る商品在庫、及び累積投資業務の運営目的として保有している。,A:賛成率低下,23,5.46,2,24/08: 5.22% → 24/09: 5.85% → 24/10: 6.61% → 24/11: 8.81% → 24/11: 7.38% → 24/12: 5.55% → 25/02: 4.38% → 25/05: 5.52% → 25/06: 4.67% → 25/06: 5.83% → 25/07: 4.85% → 25/08: 5.17% → 25/08: 6.88% → 25/09: 5.11% → 25/10: 6.56% → 25/10: 7.35% → 25/11: 6.04% → 25/11: 5.81% → 25/12: 4.64% → 26/02: 5.18% → 26/04: 4.82% → 26/06: 4.64% → 26/07: 5.46%
